pmid,file,bytes,sha256,rendered_by_the_arms
23708507,23708507.extraction.json,137691,692cc79f8c9034e8da4fec39f3d63fd8e1eadfd630ab34f0f73dcd5db3f892a1,True
23761898,23761898.extraction.json,88889,0ac19fd6b7d2b55628105851e6ba11397c6c7be39392456403e34cf23636d045,True
23778853,23778853.extraction.json,62619,4e0eff84dfea3fa2c4a10f8457412245321487f61f0a84b54cf39342129681d1,True
23803881,23803881.extraction.json,67780,e113d384d8d251068cb9e0dfa78df1aca8f2309e672d08d14936cf293578acaf,True
23809860,23809860.extraction.json,117688,47557f2dfd6ac8292ac8317d6c3adcccd7cb29f69f18e05866090428431af431,True
23836764,23836764.extraction.json,156140,7bd24643f37bf01492d33db17a24f75407a3683cbd3773b96297b34a69c26061,True
23867619,23867619.extraction.json,71613,1c09b467f1760b2d02d51dba47b09848d30171aba6027e570b001cdf151d65b5,True
23876228,23876228.extraction.json,153933,245ef57294051f6795201f35966925d71d339238aa3c97c61e84b882da8e5ea5,True
23921439,23921439.extraction.json,36565,70922922a8c67e937239b70930f0ca98c798b0588919e692832e476f387a6b01,True
23924756,23924756.extraction.json,87256,af1216e1fe0bbed2f7a797b51b004c4b7d4d8a09e276c9267f6d1938cf91f0d3,True
23929709,23929709.extraction.json,104188,0bcef6da6b5ef7ef5f9c0fb2e78860aaf5966f41290d83accfef04c2a1a71165,True
23954410,23954410.extraction.json,179976,fb3ad2b3e6e2a8fb83272bfe4e7987eaf44fbb2b94b22f56361a207f1b7a0084,True
24035535,24035535.extraction.json,98125,7aa17e4455138af186f840a44f208ddf94a3ab2d9e67d5f1b0e73854de177db5,True
24060832,24060832.extraction.json,104526,25429ac10f6bb845bfe7ddbe7e50ebd6ffe835ebb989194ee0f855a69d545ce3,True
